Title,Issue_Title,Issue_URL
"Volume 19 Issue 4, December 2004",Embedded Coordination in a Business Network,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000026
"Volume 19 Issue 4, December 2004",The Viable Systems Model Applied to a Smart Network: The Case of the UK Electricity Market,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000028
"Volume 19 Issue 4, December 2004",Potential of Webservices to Enable Smart Business Networks,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000027
"Volume 19 Issue 3, September 2004",Paradigm Wars: Ceasefire Announced who Will set up the New Administration?†,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000021
"Volume 19 Issue 3, September 2004","Reconstruing the Digital Divide from the Perspective of a Large, Poor, Developing Country",https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000019
"Volume 19 Issue 3, September 2004",Performance Outcomes of Strategic and IT Competencies Alignment1,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000020
"Volume 19 Issue 3, September 2004",Making Organisations Virtual: The Hidden Cost of Distributed Teams,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000018
"Volume 19 Issue 3, September 2004",Impact of Management Accounting Information and AMT on Organizational Performance,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000013
"Volume 19 Issue 3, September 2004",Method in Action and Method in Tool: A Stakeholder Perspective,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000022
"Volume 19 Issue 2, June 2004",Constructing an E-Supply Chain at Eastman Chemical Company,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000011
"Volume 19 Issue 2, June 2004",Stater NV: E-Servicing Strategies,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000014
"Volume 19 Issue 2, June 2004",E-Business Transformation at the Crossroads: Sears’ Dilemma,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000009
"Volume 19 Issue 2, June 2004","Raise your Glasses - the Water's Magic! Strategic IT at SA Water: A Case Study in Alignment, Outsourcing and Governance",https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000017
"Volume 19 Issue 2, June 2004",Gearbox (China) Ltd.: Will the Company's ERP System Support its Ambitious Growth Strategy?,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000010
"Volume 19 Issue 2, June 2004",Steelscreen.com: Why it is not Everywhere in B2B and the Role of the CEO in ‘it’,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000015
"Volume 19 Issue 2, June 2004",Executive Leadership and its Technical Details: Teaching Approach for Steelscreen.com and Beyond,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000016
"Volume 19 Issue 1, March 2004",Creating a journal for the 21st Century,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000005
"Volume 19 Issue 1, March 2004",Technochange Management: Using IT to Drive Organizational Change,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000002
"Volume 19 Issue 1, March 2004",Advances in Intelligent Information Technology: Re-Branding or Progress towards Conscious Machines?,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000001
"Volume 19 Issue 1, March 2004",Bridging Broadband Internet Divides: Reconfiguring access to Enhance Communicative Power,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000007
"Volume 19 Issue 1, March 2004",Customer Evaluation of Application Services Provisioning in Five Vertical Sectors,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000006
"Volume 19 Issue 1, March 2004",Process Improvement (PI) Programs and Information Systems: A Cross-Case Analysis of Impact,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000003
"Volume 19 Issue 1, March 2004",Progress in the IT/Business Relationship: A Longitudinal Assessment,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000004
"Volume 19 Issue 1, March 2004",A Conceptual Framework for Studying Gender in Information Systems Research,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000008
"Volume 18 Issue 4, December 2003",Editorial: Broadband Internet and Electronic Commerce,https://journals.sagepub.com/doi/abs/10.1080/0268396032000173929
"Volume 18 Issue 4, December 2003",What if there is No Killer Application? An Exploration of a User-Centric Perspective on Broadband,https://journals.sagepub.com/doi/abs/10.1080/0268396032000150825
"Volume 18 Issue 4, December 2003",Effects of Media Formats on Emotions and Impulse Buying Intent,https://journals.sagepub.com/doi/abs/10.1080/0268396032000150799
"Volume 18 Issue 4, December 2003",Adoption of Broadband Internet in Korea: The Role of Experience in Building Attitudes,https://journals.sagepub.com/doi/abs/10.1080/0268396032000150807
"Volume 18 Issue 4, December 2003",A web of Stakeholders and Strategies: A Case of Broadband Diffusion in South Korea,https://journals.sagepub.com/doi/abs/10.1080/0268396032000150816
"Volume 18 Issue 4, December 2003",Indexes to Volume 18 (2003),https://journals.sagepub.com/doi/abs/10.1080/0268396032000173938
"Volume 18 Issue 3, September 2003",The Chimpanzees’ Tea Party: A New Metaphor for Project Managers,https://journals.sagepub.com/doi/abs/10.1080/0268396032000122123
"Volume 18 Issue 3, September 2003",Strategic Alignment and Enterprise Systems Implementation: The Case of Metalco,https://journals.sagepub.com/doi/abs/10.1080/0268396032000122132
"Volume 18 Issue 3, September 2003",Useful Knowledge for Information Systems Practice: The Contribution of the Participatory Paradigm,https://journals.sagepub.com/doi/abs/10.1080/0268396032000122141
"Volume 18 Issue 3, September 2003",Service Provision in a Software Technology Unit,https://journals.sagepub.com/doi/abs/10.1080/0268396032000122150
"Volume 18 Issue 3, September 2003",The Information Technology Outsourcing Risk: A Transaction Cost and Agency Theory-Based Perspective,https://journals.sagepub.com/doi/abs/10.1080/0268396032000130214
"Volume 18 Issue 3, September 2003",Obituary,https://journals.sagepub.com/doi/abs/10.1080/0268396032000122169
"Volume 18 Issue 3, September 2003",Appreciation of Reviewers for the Journal of Information Technology to December 2002,https://journals.sagepub.com/doi/abs/10.1080/0268396032000158665
"Volume 18 Issue 2, June 2003",Persistence and Change in System Development: A Dialectical View,https://journals.sagepub.com/doi/abs/10.1080/0268396032000101144
"Volume 18 Issue 2, June 2003",Did Nick Leeson have an Accomplice? the Role of Information Technology in the Collapse of Barings Bank,https://journals.sagepub.com/doi/abs/10.1080/0268396032000101153
"Volume 18 Issue 2, June 2003",Key Roles in Intranet Implementation: The Conquest and the Aftermath,https://journals.sagepub.com/doi/abs/10.1080/0268396032000101162
"Volume 18 Issue 2, June 2003",Broadband and Mobile Opportunities: A Socio-Technical Perspective,https://journals.sagepub.com/doi/abs/10.1080/0268396032000101171
"Volume 18 Issue 2, June 2003",Evaluating Electronic Local Government in the Uk,https://journals.sagepub.com/doi/abs/10.1080/0268396032000101180
"Volume 18 Issue 1, March 2003",What Drives the Configuration of Information Technology Projects? Exploratory Research in 10 Organizations,https://journals.sagepub.com/doi/abs/10.1080/0268396031000077413
"Volume 18 Issue 1, March 2003",Opportunities to Learn from ‘Failure’ with Electronic Commerce: A Case Study of Electronic Banking,https://journals.sagepub.com/doi/abs/10.1080/0268396031000077422
"Volume 18 Issue 1, March 2003",Overcoming Stakeholder Barriers in the Automotive Industry: Building to Order with Extra-Organizational Systems,https://journals.sagepub.com/doi/abs/10.1080/0268396031000077431
"Volume 18 Issue 1, March 2003",Writing Case Studies in Information Systems Research,https://journals.sagepub.com/doi/abs/10.1080/0268396031000077440
"Volume 18 Issue 1, March 2003",What Will it Take for China to Become a Competitive Force in Offshore Outsourcing? An Analysis of the Role of Transaction Costs in Supplier Selection,https://journals.sagepub.com/doi/abs/10.1080/0268396031000077459
"Volume 17 Issue 4, December 2002",Editorial: Critical Research in Information Systems: Issue 2,https://journals.sagepub.com/doi/abs/10.1080/0268396022000017798
"Volume 17 Issue 4, December 2002",The Political Lacuna in Participatory Systems Design,https://journals.sagepub.com/doi/abs/10.1080/0268396022000017743
"Volume 17 Issue 4, December 2002",Justifying Enterprise Resource Planning Adoption,https://journals.sagepub.com/doi/abs/10.1080/0268396022000017761
"Volume 17 Issue 4, December 2002",The Rationality Framework for a Critical Study of Information Systems,https://journals.sagepub.com/doi/abs/10.1080/0268396022000017752
"Volume 17 Issue 4, December 2002",A Theoretical Review of Management and Information Systems Using a Critical Communications Theory,https://journals.sagepub.com/doi/abs/10.1080/0268396022000017725
"Volume 17 Issue 4, December 2002",The Stakeholder Dimension in Information Systems Evaluation,https://journals.sagepub.com/doi/abs/10.1080/0268396022000017734
"Volume 17 Issue 4, December 2002",The Critical Theory of Herman Dooyeweerd?,https://journals.sagepub.com/doi/abs/10.1080/0268396022000017770
"Volume 17 Issue 4, December 2002",Critical Perspectives on Information Systems: An Impression of the Research Landscape,https://journals.sagepub.com/doi/abs/10.1080/0268396022000017789
"Volume 17 Issue 3, September 2002",Editorial,https://journals.sagepub.com/doi/abs/10.1080/0268396022000046499
"Volume 17 Issue 3, September 2002",Managing Risk in a New Telecommunications Service Development Process through a Scenario Planning Approach,https://journals.sagepub.com/doi/abs/10.1080/02683960210161258
"Volume 17 Issue 3, September 2002",Operational Linkage between Diverse Dimensions of Information Technology Investments and Multifaceted Aspects of a Firm's Economic Performance,https://journals.sagepub.com/doi/abs/10.1080/02683960210161249
"Volume 17 Issue 3, September 2002",An Exploratory Comparison of Electronic Commerce Adoption in Large and Small Enterprises,https://journals.sagepub.com/doi/abs/10.1080/0268396022000018409
"Volume 17 Issue 3, September 2002",Examining the Effects of Information Technology on Control and Coordination Relationships: An Exploratory Study in Subsidiaries of Pan-National Corporations,https://journals.sagepub.com/doi/abs/10.1080/02683960210162275
"Volume 17 Issue 3, September 2002",Mission Impossible? Communicating and Sharing Knowledge via Information Technology,https://journals.sagepub.com/doi/abs/10.1080/02683960210161230
"Volume 17 Issue 2, June 2002",Editorial: Critical Research in Information Systems: Issue 1,https://journals.sagepub.com/doi/abs/10.1080/02683960210154139
"Volume 17 Issue 2, June 2002",What does it Mean to be ‘Critical’ in is Research?,https://journals.sagepub.com/doi/abs/10.1080/02683960210164336
"Volume 17 Issue 2, June 2002",Exploring the gender question in critical information systems,https://journals.sagepub.com/doi/abs/10.1080/02683960210145959
"Volume 17 Issue 2, June 2002",To Reveal is to Critique: Actor–Network Theory and Critical Information Systems Research,https://journals.sagepub.com/doi/abs/10.1080/02683960210145986
"Volume 17 Issue 2, June 2002",Information Technology and Ideology,https://journals.sagepub.com/doi/abs/10.1080/02683960210145977
"Volume 17 Issue 2, June 2002",Philosophical Foundations for a Critical Evaluation of the Social Impact of ICT,https://journals.sagepub.com/doi/abs/10.1080/02683960210145968
"Volume 17 Issue 1, March 2002",Editorial: Winners and Losers in the Digital Divide,https://journals.sagepub.com/doi/abs/10.1080/02683960210132043
"Volume 17 Issue 1, March 2002",As the First 50 Years of Computing Draw to An End …: What Kind of Society Do We Want?,https://journals.sagepub.com/doi/abs/10.1080/02683960210132052
"Volume 17 Issue 1, March 2002",Measuring the Digital Divide: A Framework for the Analysis of Cross-Country Differences,https://journals.sagepub.com/doi/abs/10.1080/02683960210132061
"Volume 17 Issue 1, March 2002",Workforce Agility: The New Employee Strategy for the Knowledge Economy,https://journals.sagepub.com/doi/abs/10.1080/02683960110132070
"Volume 17 Issue 1, March 2002",Norm Development in Outsourcing Relationships,https://journals.sagepub.com/doi/abs/10.1080/02683960210137174
"Volume 17 Issue 1, March 2002",Special Issue of Journal of Information Technology Broadband Internet and Electronic Commerce: Call for Papers,https://journals.sagepub.com/doi/abs/10.1080/02683960210132043A
"Volume 16 Issue 4, December 2001",Editorial,https://journals.sagepub.com/doi/abs/10.1080/02683960110103118
"Volume 16 Issue 4, December 2001",After the Goldrush: Deconstructing the Myths of the dot.com Market,https://journals.sagepub.com/doi/abs/10.1080/02683960110100418
"Volume 16 Issue 4, December 2001",Relationship Building and the use of ICT in Boundary-Crossing Virtual Teams: A Facilitator's Perspective,https://journals.sagepub.com/doi/abs/10.1080/02683960110100391
"Volume 16 Issue 4, December 2001",Cultural Influences on it use Amongst Factory Managers: A UK-Japanese Comparison,https://journals.sagepub.com/doi/abs/10.1080/02683960110100409
"Volume 16 Issue 4, December 2001",Explaining Intranet use with the Technology Acceptance Model,https://journals.sagepub.com/doi/abs/10.1080/02683960110102407
"Volume 16 Issue 3, September 2001",Editorial,https://journals.sagepub.com/doi/abs/10.1080/02683960110055095a
"Volume 16 Issue 3, September 2001",SMEs: Aligning is and the Strategic Context,https://journals.sagepub.com/doi/abs/10.1080/02683960110063672
"Volume 16 Issue 3, September 2001",Towards Modelling the Effects of National Culture on it Implementation and Acceptance,https://journals.sagepub.com/doi/abs/10.1080/02683960110063654
"Volume 16 Issue 3, September 2001",Australian Network Design Practice,https://journals.sagepub.com/doi/abs/10.1080/02683960110063663
"Volume 16 Issue 3, September 2001",International Multifoods – Case A,https://journals.sagepub.com/doi/abs/10.1080/026839600110063636
"Volume 16 Issue 3, September 2001",International Multifoods – Case B,https://journals.sagepub.com/doi/abs/10.1080/02683960110063645
"Volume 16 Issue 2, June 2001",Editorial,https://journals.sagepub.com/doi/abs/10.1080/02683960110055095
"Volume 16 Issue 2, June 2001",Many Rivers to Cross: From Ict to Knowledge Management Systems,https://journals.sagepub.com/doi/abs/10.1080/02683960110054799
"Volume 16 Issue 2, June 2001",Sharing Knowledge across Boundaries,https://journals.sagepub.com/doi/abs/10.1080/02683960110055103
"Volume 16 Issue 2, June 2001",Innovation through Knowledge Codification,https://journals.sagepub.com/doi/abs/10.1080/026839600110054771
"Volume 16 Issue 2, June 2001",Practising Peer Review in Organizations: A Qualifier for Knowledge Dissemination and Legitimization,https://journals.sagepub.com/doi/abs/10.1080/02683960110054780
"Volume 16 Issue 2, June 2001",The Knowledge Management Tussle – Speech Communities and Rhetorical Strategies in the Development of Knowledge Management,https://journals.sagepub.com/doi/abs/10.1080/02683960110054807
"Volume 16 Issue 1, March 2001",Editorial,https://journals.sagepub.com/doi/abs/10.1177/026839620101600101
"Volume 16 Issue 1, March 2001",PEArL: A Systems Approach to Demonstrating Authenticity in Information Systems Design,https://journals.sagepub.com/doi/abs/10.1080/02683960010028438
"Volume 16 Issue 1, March 2001",Measuring it Core Capabilities for Electronic Commerce,https://journals.sagepub.com/doi/abs/10.1080/02683960010028447
"Volume 16 Issue 1, March 2001",OfficeTech®: A New Paradigm in Office Services?,https://journals.sagepub.com/doi/abs/10.1080/02683960010008962
"Volume 16 Issue 1, March 2001",Predicting the Implementation Effort of Erp Projects: Empirical Evidence on SAP/R3,https://journals.sagepub.com/doi/abs/10.1080/02683960010035943
"Volume 15 Issue 4, December 2000",Editorial,https://journals.sagepub.com/doi/abs/10.1177/026839620001500401
"Volume 15 Issue 4, December 2000",Learning from Adopters’ Experiences with ERP: Problems Encountered and Success Achieved,https://journals.sagepub.com/doi/abs/10.1177/026839620001500402
"Volume 15 Issue 4, December 2000",Implementing Enterprise Resource Planning Packages in Different Corporate and National Cultures,https://journals.sagepub.com/doi/abs/10.1177/026839620001500403
"Volume 15 Issue 4, December 2000",An ERP Implementation Case Study from a Knowledge Transfer Perspective,https://journals.sagepub.com/doi/abs/10.1177/026839620001500404
"Volume 15 Issue 4, December 2000",A model of ERP project implementation,https://journals.sagepub.com/doi/abs/10.1177/026839620001500405
"Volume 15 Issue 4, December 2000",Lessons from Enterprise Resource Planning Implementations in Ireland – Towards Smaller and Shorter ERP Projects,https://journals.sagepub.com/doi/abs/10.1177/026839620001500406
"Volume 15 Issue 4, December 2000",Risk Factors in Enterprise-Wide/ERP Projects,https://journals.sagepub.com/doi/abs/10.1177/026839620001500407
"Volume 15 Issue 3, September 2000",Editorial,https://journals.sagepub.com/doi/abs/10.1177/026839620001500301
"Volume 15 Issue 3, September 2000",SAP Implementation at Metalica: An Organizational Drama in Two Acts,https://journals.sagepub.com/doi/abs/10.1177/026839620001500302
"Volume 15 Issue 3, September 2000",E-Commerce and Firm Bargaining Power Shift in Grocery Marketing Channels: A Case of Wholesalers’ Structured Document Exchanges,https://journals.sagepub.com/doi/abs/10.1177/026839620001500303
"Volume 15 Issue 3, September 2000",An Exploratory Study of Information Systems in Support of Employee Empowerment,https://journals.sagepub.com/doi/abs/10.1177/026839620001500304
"Volume 15 Issue 3, September 2000","Acts of Faith: Instinct, Value and it Investment Decisions",https://journals.sagepub.com/doi/abs/10.1177/026839620001500305
"Volume 15 Issue 2, June 2000",Editorial,https://journals.sagepub.com/doi/abs/10.1177/026839620001500201
"Volume 15 Issue 2, June 2000",Information Systems Evaluation in Practice: A Case Study of Organizational Change,https://journals.sagepub.com/doi/abs/10.1177/026839620001500202
"Volume 15 Issue 2, June 2000","Modelling the Price, Performance and Contract Characteristics of it Outsourcing",https://journals.sagepub.com/doi/abs/10.1177/026839620001500203
"Volume 15 Issue 2, June 2000",Developing Intraorganizational Electronic Commerce Strategy: An Ethnographic Study,https://journals.sagepub.com/doi/abs/10.1177/026839620001500204
"Volume 15 Issue 2, June 2000","Interpreting Integration with Respect to Information Systems in Organizations – Image, theory and Reality",https://journals.sagepub.com/doi/abs/10.1177/026839620001500205
"Volume 15 Issue 2, June 2000",Executives’ use of Information Technology: Comparison of Electronic Mail and an Accounting Information System,https://journals.sagepub.com/doi/abs/10.1177/026839620001500206
"Volume 15 Issue 2, June 2000",Re-Engineering in the Face of a Merger: Soft Systems and Concurrent Dynamics,https://journals.sagepub.com/doi/abs/10.1177/026839620001500207
"Volume 15 Issue 1, March 2000",Editorial,https://journals.sagepub.com/doi/abs/10.1177/026839620001500101
"Volume 15 Issue 1, March 2000",Transaction Streams: Theory and Examples Related to Confidence in Internet-Based Electronic Commerce,https://journals.sagepub.com/doi/abs/10.1177/026839620001500102
"Volume 15 Issue 1, March 2000",A Framework for Evaluating Organizational Choice and Process Redesign Issues,https://journals.sagepub.com/doi/abs/10.1177/026839620001500103
"Volume 15 Issue 1, March 2000",Implementing Interorganizational it Systems: Lessons from a Call Centre Project,https://journals.sagepub.com/doi/abs/10.1177/026839620001500104
"Volume 15 Issue 1, March 2000",Participatory Sociotechnical Design of Organizations and Information Systems – an Adaptation of ETHICS Methodology,https://journals.sagepub.com/doi/abs/10.1177/026839620001500105
"Volume 15 Issue 1, March 2000",Eight Scenarios of National Information Superhighway Development,https://journals.sagepub.com/doi/abs/10.1177/026839620001500106
"Volume 15 Issue 1, March 2000",Predictors of it Support for Knowledge Management in the Professions: An Empirical Study of Law Firms in Norway,https://journals.sagepub.com/doi/abs/10.1177/026839620001500107
"Volume 15 Issue 1, March 2000",Software Engineering Productivity Measurement using Function Points: A Case Study,https://journals.sagepub.com/doi/abs/10.1177/026839620001500108
"Volume 14 Issue 4, December 1999",Global Research Perspectives on Electronic Commerce: Introduction to the Theme Issue,https://journals.sagepub.com/doi/abs/10.1177/026839629901400401
"Volume 14 Issue 4, December 1999",Relationship Marketing in Electronic Commerce Environments,https://journals.sagepub.com/doi/abs/10.1177/026839629901400402
"Volume 14 Issue 4, December 1999",Internet-Enabled Distribution Strategies,https://journals.sagepub.com/doi/abs/10.1177/026839629901400403
"Volume 14 Issue 4, December 1999",From Traditional EDI to Internet-Based EDI: Managerial Considerations,https://journals.sagepub.com/doi/abs/10.1177/026839629901400404
"Volume 14 Issue 4, December 1999",Business-to-Business Electronic Commerce and Convergent Assembly Supply Chain Management,https://journals.sagepub.com/doi/abs/10.1177/026839629901400405
"Volume 14 Issue 4, December 1999",Loyalty of on-Line Bank Customers,https://journals.sagepub.com/doi/abs/10.1177/026839629901400406
"Volume 14 Issue 4, December 1999",Is there a Place for Department Stores on the Internet? Lessons from an Abandoned Pilot,https://journals.sagepub.com/doi/abs/10.1177/026839629901400407
"Volume 14 Issue 4, December 1999",Understanding Slow Internet Adoption: ‘Infomediation’ in Ship-Broking Markets,https://journals.sagepub.com/doi/abs/10.1177/026839629901400408
"Volume 14 Issue 3, September 1999",Teaching Cases for Information Systems,https://journals.sagepub.com/doi/abs/10.1177/026839629901400301
"Volume 14 Issue 3, September 1999",Telstra's National Telemarketing Centre,https://journals.sagepub.com/doi/abs/10.1177/026839629901400302
"Volume 14 Issue 3, September 1999","Xcert Software, Inc.",https://journals.sagepub.com/doi/abs/10.1177/026839629901400303
"Volume 14 Issue 3, September 1999",Adopting SAP at Siemens Power Corporation,https://journals.sagepub.com/doi/abs/10.1177/026839629901400304
"Volume 14 Issue 3, September 1999",Dow Corning Corporation: Business Processes and Information Technology,https://journals.sagepub.com/doi/abs/10.1177/026839629901400305
"Volume 14 Issue 3, September 1999",The IPACS project: When it Hits the Fan,https://journals.sagepub.com/doi/abs/10.1177/026839629901400306
"Volume 14 Issue 3, September 1999",Nortel-Reinventing is,https://journals.sagepub.com/doi/abs/10.1177/026839629901400307
"Volume 14 Issue 3, September 1999",Riverbank Financial: Changing the Role of Information Technology,https://journals.sagepub.com/doi/abs/10.1177/026839629901400308
"Volume 14 Issue 3, September 1999",Buy the Book: Electronic Commerce in the Book Trade,https://journals.sagepub.com/doi/abs/10.1177/026839629901400309
"Volume 14 Issue 3, September 1999","Global Logistics System Asia Co., Ltd",https://journals.sagepub.com/doi/abs/10.1177/026839629901400310
"Volume 14 Issue 2, June 1999",Editorial Papers from the Sixth European Conference in Information Systems,https://journals.sagepub.com/doi/abs/10.1177/026839629901400201
"Volume 14 Issue 2, June 1999",Managing Electronic Channels: The KLM Cargo Cyberpets Case,https://journals.sagepub.com/doi/abs/10.1177/026839629901400202
"Volume 14 Issue 2, June 1999",The Effectiveness of Expert Support Technology for Decision Making: Individuals versus Small Groups,https://journals.sagepub.com/doi/abs/10.1177/026839629901400203
"Volume 14 Issue 2, June 1999",The Uptake and Application of Work Flow Management Systems in the UK Financial Services Sector,https://journals.sagepub.com/doi/abs/10.1177/026839629901400204
"Volume 14 Issue 2, June 1999",Videoconferencing across Cultures – a Conceptual Framework for Floor Control Issues,https://journals.sagepub.com/doi/abs/10.1177/026839629901400205
"Volume 14 Issue 2, June 1999",IT-Based Product and Process Innovation: A Case from the Spanish Legal Information Sector,https://journals.sagepub.com/doi/abs/10.1177/026839629901400206
"Volume 14 Issue 2, June 1999",Designing Information Technology Architectures: A Cost-Oriented Methodology,https://journals.sagepub.com/doi/abs/10.1177/026839629901400207
"Volume 14 Issue 2, June 1999",Understanding Participation in Entrepreneurial Organizations: Some Hermeneutic Readings,https://journals.sagepub.com/doi/abs/10.1177/026839629901400208
"Volume 14 Issue 2, June 1999",Using the Risk-Remedy Method to Evaluate Outsourcing Tenders,https://journals.sagepub.com/doi/abs/10.1177/026839629901400209
"Volume 14 Issue 1, March 1999",Editorial,https://journals.sagepub.com/doi/abs/10.1177/026839629901400101
"Volume 14 Issue 1, March 1999",An Empirical Study of the use of EDI in Supermarket Chains using a New Conceptual Framework,https://journals.sagepub.com/doi/abs/10.1177/026839629901400102
"Volume 14 Issue 1, March 1999",Challenging the Hierarchical Perspective on Information Systems: Implications from External Information Analysis,https://journals.sagepub.com/doi/abs/10.1177/026839629901400103
"Volume 14 Issue 1, March 1999",Managing the Risks of Intranet Implementation: An Empirical Study of user Satisfaction,https://journals.sagepub.com/doi/abs/10.1177/026839629901400104
"Volume 14 Issue 1, March 1999",Successful is Innovation: The Contingent Contributions of Innovation Characteristics and Implementation Process,https://journals.sagepub.com/doi/abs/10.1177/026839629901400105
"Volume 14 Issue 1, March 1999",Linking Strategic Information Systems Concepts to Practice: Systems Integration at the Portfolio Level,https://journals.sagepub.com/doi/abs/10.1177/026839629901400106
"Volume 14 Issue 1, March 1999",Systems Development as a Research Act,https://journals.sagepub.com/doi/abs/10.1177/026839629901400107
"Volume 14 Issue 1, March 1999",Cyber-Ethnography and the Emergence of the Virtually New Community,https://journals.sagepub.com/doi/abs/10.1177/026839629901400108
"Volume 14 Issue 1, March 1999",Information Systems Prototyping in Practice,https://journals.sagepub.com/doi/abs/10.1177/026839629901400109
"Volume 13 Issue 4, December 1998",Editorial,https://journals.sagepub.com/doi/abs/10.1177/026839629801300401
"Volume 13 Issue 4, December 1998",Exemplifying Interpretive Research in Information Systems: An Overview,https://journals.sagepub.com/doi/abs/10.1177/026839629801300402
"Volume 13 Issue 4, December 1998",Paper ‘Work’ and Electronic Files: Defending Professional Practice,https://journals.sagepub.com/doi/abs/10.1177/026839629801300403
"Volume 13 Issue 4, December 1998",Denying the Technology: Middle Management Resistance in Business Process Re-Engineering,https://journals.sagepub.com/doi/abs/10.1177/026839629801300404
"Volume 13 Issue 4, December 1998",Talking Heads vs. Virtual Workspaces: A Comparison of Design across Cultures,https://journals.sagepub.com/doi/abs/10.1177/026839629801300405
"Volume 13 Issue 4, December 1998","The Social Construction of a Secure, Anonymous Electronic Payment System: Frame Alignment and Mobilization around Ecash",https://journals.sagepub.com/doi/abs/10.1177/026839629801300406
"Volume 13 Issue 4, December 1998",Towards a Hermeneutic Method for Interpretive Research in Information Systems,https://journals.sagepub.com/doi/abs/10.1177/026839629801300407
"Volume 13 Issue 4, December 1998",Information Technology as Disciplinary Technology: Being Critical in Interpretive Research on Information Systems,https://journals.sagepub.com/doi/abs/10.1177/026839629801300408
"Volume 13 Issue 4, December 1998",Towards Dissolution of the is Research Debate: From Polarization to Polarity,https://journals.sagepub.com/doi/abs/10.1177/026839629801300409
"Volume 13 Issue 3, September 1998",Editorial,https://journals.sagepub.com/doi/abs/10.1177/026839629801300301
"Volume 13 Issue 3, September 1998",A Comparative Study of Business to Consumer Electronic Commerce within the Australian Insurance Sector,https://journals.sagepub.com/doi/abs/10.1177/026839629801300302
"Volume 13 Issue 3, September 1998",Using Multiple Suppliers to Mitigate the Risk of it Outsourcing at ICI and Wessex Water,https://journals.sagepub.com/doi/abs/10.1177/026839629801300303
"Volume 13 Issue 3, September 1998",The Four P's Revisited: Business Value Assessment of the Infrastructure Impact of it Investments,https://journals.sagepub.com/doi/abs/10.1177/026839629801300304
"Volume 13 Issue 3, September 1998",Gaps within the is Department: Barriers to Service Quality,https://journals.sagepub.com/doi/abs/10.1177/026839629801300305
"Volume 13 Issue 3, September 1998",The Role and Impact of Information Technology in Australian Business,https://journals.sagepub.com/doi/abs/10.1177/026839629801300306
"Volume 13 Issue 3, September 1998","Computers and the NHS: An Analysis of their Contribution to the Past, Present and Future Delivery of the National Health Service",https://journals.sagepub.com/doi/abs/10.1177/026839629801300307
"Volume 13 Issue 2, June 1998",Editorial,https://journals.sagepub.com/doi/abs/10.1177/026839629801300201
"Volume 13 Issue 2, June 1998",The Adoption of Internet-Based Stock Trading: A Conceptual Framework and Empirical Results,https://journals.sagepub.com/doi/abs/10.1177/026839629801300202
"Volume 13 Issue 2, June 1998",How Chief Executive Officers in Large Organizations View the Management of their Information Systems,https://journals.sagepub.com/doi/abs/10.1177/026839629801300203
"Volume 13 Issue 2, June 1998",Examining Information Systems Outsourcing: A Case Study from the United Kingdom,https://journals.sagepub.com/doi/abs/10.1177/026839629801300204
"Volume 13 Issue 2, June 1998",Reframing the Behavioural Analysis of Re-Engineering: An Exploratory Case,https://journals.sagepub.com/doi/abs/10.1177/026839629801300205
"Volume 13 Issue 2, June 1998",The Interlevel Dynamics of Information Technology,https://journals.sagepub.com/doi/abs/10.1177/026839629801300206
"Volume 13 Issue 1, March 1998",Financial Appraisal and the IS/IT Investment Decision Making Process,https://journals.sagepub.com/doi/abs/10.1177/026839629801300101
"Volume 13 Issue 1, March 1998",Evaluating Information Systems Projects: A Multidimensional Approach,https://journals.sagepub.com/doi/abs/10.1177/026839629801300102
"Volume 13 Issue 1, March 1998",Bridging the User–is Gap: A Study of Major Information Systems Projects,https://journals.sagepub.com/doi/abs/10.1177/026839629801300103
"Volume 13 Issue 1, March 1998",Is Decision-Making: A Study in Information-Intensive Firms,https://journals.sagepub.com/doi/abs/10.1177/026839629801300104
"Volume 13 Issue 1, March 1998",Network Evolution towards ISDN Services: A Management Perspective,https://journals.sagepub.com/doi/abs/10.1177/026839629801300105
