Title,Year,Issue,ArticleURL
Concern for Information Privacy and Online Consumer Purchasing,2006,Issue 6,https://aisel.aisnet.org/jais/vol7/iss6/16
Six Design Theories for IS Security Policies and Guidelines,2006,Issue 7,https://aisel.aisnet.org/jais/vol7/iss7/19
Consumer Adoption of Net-Enabled Infomediaries: Theoretical Explanations and an Empirical Test,2006,Issue 7,https://aisel.aisnet.org/jais/vol7/iss7/18
Research in Information Systems Analysis and Design: Introduction to the Special Issue,2006,Issue 8,https://aisel.aisnet.org/jais/vol7/iss8/23
Analysis of Competing Data Structures: Does Ontological Clarity Produce Better End User Query Performance,2006,Issue 8,https://aisel.aisnet.org/jais/vol7/iss8/22
Managing the Complementarity of Knowledge Integration and Process Formalization for Systems Development Performance,2006,Issue 8,https://aisel.aisnet.org/jais/vol7/iss8/21
Variations in Conceptual Modeling: Classification and Ontological Analysis,2006,Issue 8,https://aisel.aisnet.org/jais/vol7/iss8/20
An Evolutionary Information-Processing Theory of Knowledge Creation,2006,Issue 9,https://aisel.aisnet.org/jais/vol7/iss9/25
Causal Relationships between Perceived Enjoyment and Perceived Ease of Use: An Alternative Approach,2006,Issue 9,https://aisel.aisnet.org/jais/vol7/iss9/24
"Identifying Quality, Novel, and Creative Ideas: Constructs and Scales for Idea Evaluation",2006,Issue 10,https://aisel.aisnet.org/jais/vol7/iss10/30
Special Research Perspectives Issue on the IS Core/Identity Debate,2006,Issue 10,https://aisel.aisnet.org/jais/vol7/iss10/29
Reach and Grasp in the Debate over the IS Core: An Empty Hand?,2006,Issue 10,https://aisel.aisnet.org/jais/vol7/iss10/28
The Theoretical Core and Academic Legitimacy: A Response to Professor Weber,2006,Issue 10,https://aisel.aisnet.org/jais/vol7/iss10/27
Comments on the Weber commentary and Lyytinen/King response,2006,Issue 10,https://aisel.aisnet.org/jais/vol7/iss10/26
"IT OFFSHORING: History, Prospects and Challenges",2006,Issue 11,https://aisel.aisnet.org/jais/vol7/iss11/32
A Design Theory for Secure Information Systems Design Methods,2006,Issue 11,https://aisel.aisnet.org/jais/vol7/iss11/31
The Role of Design Characteristics in Shaping Perceptions of Similarity: The Case of Online Shopping Assistants,2006,Issue 12,https://aisel.aisnet.org/jais/vol7/iss12/34
Theorizing in information systems research: A reflexive analysis of the adaptation of theory in information systems research,2006,Issue 12,https://aisel.aisnet.org/jais/vol7/iss12/33
An Ontological Analysis of Use Case Modeling Grammar,2005,Issue 1,https://aisel.aisnet.org/jais/vol6/iss1/2
A Re-Examination of Racioethnic Imbalance of IS Doctorates: Changing the Face of the IS Classroom,2005,Issue 1,https://aisel.aisnet.org/jais/vol6/iss1/1
Technology Adoption by Groups: A Valence Perspective,2005,Issue 2,https://aisel.aisnet.org/jais/vol6/iss2/3
Trust In and Adoption of Online Recommendation Agents,2005,Issue 3,https://aisel.aisnet.org/jais/vol6/iss3/4
Understanding Individual Adoption of Instant Messaging: An Empirical Investigation,2005,Issue 4,https://aisel.aisnet.org/jais/vol6/iss4/5
The Neglected Continent of IS Research: A Research Agenda for Sub-Saharan Africa,2005,Issue 5,https://aisel.aisnet.org/jais/vol6/iss5/6
Theoretical Explanations for Firms' Information Privacy Behaviors,2005,Issue 6,https://aisel.aisnet.org/jais/vol6/iss6/7
Measuring the Return on Information Technology: A Knowledge-Based Approach for Revenue Allocation at the Process and Firm Level,2005,Issue 7,https://aisel.aisnet.org/jais/vol6/iss7/8
The Intellectual Development of Human-Computer Interaction Research: A Critical Assessment of the MIS Literature (1990-2002),2005,Issue 11,https://aisel.aisnet.org/jais/vol6/iss11/9
Interdisciplinary Perspectives/Part I: Economic Perspectives (Editorial Introduction),2005,Issue 12,https://aisel.aisnet.org/jais/vol6/iss12/14
The Digital Divide: Current and Future Research Directions,2005,Issue 12,https://aisel.aisnet.org/jais/vol6/iss12/13
Is There a Global Digital Divide for Digital Wireless Phone Technologies?,2005,Issue 12,https://aisel.aisnet.org/jais/vol6/iss12/12
How Do Industry Features Influence the Role of Location on Internet Adoption?,2005,Issue 12,https://aisel.aisnet.org/jais/vol6/iss12/11
Across the Digital Divide: A Cross-Country Multi-Technology Analysis of the Determinants of IT Penetration,2005,Issue 12,https://aisel.aisnet.org/jais/vol6/iss12/10
Web Site Delays: How Tolerant are Users?,2004,Issue 1,https://aisel.aisnet.org/jais/vol5/iss1/1
WHO'S AFRAID OF THE VIRTUAL WORLD? Anxiety and Computer-Mediated Communication,2004,Issue 2,https://aisel.aisnet.org/jais/vol5/iss2/2
Global Journal Prestige and Supporting Disciplines: A Scientometric Study of Information Systems Journals,2004,Issue 2,https://aisel.aisnet.org/jais/vol5/iss2/1
Knowledge-based Support in a Group Decision Making Context: An Expert-Novice Comparison,2004,Issue 3,https://aisel.aisnet.org/jais/vol5/iss3/5
Phylogeny and Power in the IS Domain: A Response to Benbasat and Zmud's Call for Returning to the IT Artifact,2004,Issue 3,https://aisel.aisnet.org/jais/vol5/iss3/4
Enterprise Information Systems as Objects and Carriers of Institutional Forces: The New Iron Cage?,2004,Issue 4,https://aisel.aisnet.org/jais/vol5/iss4/6
The Legacy of LEO: Lessons Learned from an English Tea and Cake Company's Pioneering Efforts in Information Systems,2004,Issue 5,https://aisel.aisnet.org/jais/vol5/iss5/7
Nothing At The Center?: Academic Legitimacy in the Information Systems Field,2004,Issue 6,https://aisel.aisnet.org/jais/vol5/iss6/8
Managing Technology and Administration Innovations: Four Case Studies on Software Reuse,2004,Issue 7,https://aisel.aisnet.org/jais/vol5/iss7/10
Beyond Utopian and Nostalgic Views of Information Technology and Education: Implications for Research and Practice,2004,Issue 7,https://aisel.aisnet.org/jais/vol5/iss7/9
Going Beyond the Dominant Paradigm for Information Technology Innovation Research: Emerging Concepts and Methods,2004,Issue 8,https://aisel.aisnet.org/jais/vol5/iss8/11
Managing Evolutionary Method Engineering by Method Rationale,2004,Issue 9,https://aisel.aisnet.org/jais/vol5/iss9/12
A Comparison of Online Trust Building Factors between Potential Customers and Repeat Customers,2004,Issue 10,https://aisel.aisnet.org/jais/vol5/iss10/13
The Role of Information Technology in Risk/Return Relations of Firms,2004,Issue 11,https://aisel.aisnet.org/jais/vol5/iss11/18
A Capabilities-Based Theory of Technology Deployment in Diverse Teams: Leapfrogging the Pitfalls of Diversity and Leveraging Its Potential with Collaborative Technology,2004,Issue 11,https://aisel.aisnet.org/jais/vol5/iss11/17
Inhibitors and Enablers as Dual Factor Concepts in Technology Usage,2004,Issue 11,https://aisel.aisnet.org/jais/vol5/iss11/16
Collective Action and Knowledge Contribution in Electronic Networks of Practice,2004,Issue 11,https://aisel.aisnet.org/jais/vol5/iss11/15
"Participation in Development and Implementation - Updating An Old, Tired Concept for Today's IS Contexts",2004,Issue 11,https://aisel.aisnet.org/jais/vol5/iss11/14
The Social Life of Information Systems Research: A Response to Benbasat and Zmud's Call for Returning to the IT Artifact,2003,Issue 1,https://aisel.aisnet.org/jais/vol4/iss1/16
"Identity, Legitimacy and the Dominant Research Paradigm: An Alternative Prescription for the IS Discipline: A Response to Benbasat and Zmud's Call for Returning to the IT Artifact",2003,Issue 1,https://aisel.aisnet.org/jais/vol4/iss1/15
The Circuits-of-Power Framework for Studying Power in Institutionalization of Information Systems,2003,Issue 1,https://aisel.aisnet.org/jais/vol4/iss1/14
Change as Crisis or Growth? Toward a Trans-disciplinary View of Information Systems as a Field of Study: A Response to Benbasat and Zmud's Call for Returning to the IT Artifact,2003,Issue 1,https://aisel.aisnet.org/jais/vol4/iss1/13
Determinants of Satisfaction at Different Adoption Stages of Internet-Based Services,2003,Issue 1,https://aisel.aisnet.org/jais/vol4/iss1/12
IS Research Perspectives: A Mandate for Scholarly Debate,2003,Issue 1,https://aisel.aisnet.org/jais/vol4/iss1/11
Crisis in the IS Field? A Critical Reflection on the State of the Discipline,2003,Issue 1,https://aisel.aisnet.org/jais/vol4/iss1/10
Willingness to Continue with Software Projects: Effects of Feedback Direction and Optimism under High and Low Accountability Conditions,2003,Issue 1,https://aisel.aisnet.org/jais/vol4/iss1/9
Foreword to LEO Article,2003,Issue 1,https://aisel.aisnet.org/jais/vol4/iss1/8
Information Systems Research and the Quest for Certainty,2003,Issue 1,https://aisel.aisnet.org/jais/vol4/iss1/7
An Exploratory Investigation of System Success Factors in Data Warehousing,2003,Issue 1,https://aisel.aisnet.org/jais/vol4/iss1/6
Experimental Investigation of the Subjective Value of Information in Trading,2003,Issue 1,https://aisel.aisnet.org/jais/vol4/iss1/5
The Impact of Organizational Coordination and Climate on Marketing Executives' Satisfaction with Information Systems Services,2003,Issue 1,https://aisel.aisnet.org/jais/vol4/iss1/4
Force of Habit and Information Systems Usage: Theory and Initial Validation,2003,Issue 1,https://aisel.aisnet.org/jais/vol4/iss1/3
The Contribution of Commitment Value in Internet Commerce: An Empirical Investigation,2003,Issue 1,https://aisel.aisnet.org/jais/vol4/iss1/2
Understanding Virtual Team Development: An Interpretive Study,2003,Issue 1,https://aisel.aisnet.org/jais/vol4/iss1/1
Investigating the Role of Information Technology in Building Buyer-Supplier Relationships,2002,Issue 1,https://aisel.aisnet.org/jais/vol3/iss1/7
Measuring Researcher-Production in Information Systems,2002,Issue 1,https://aisel.aisnet.org/jais/vol3/iss1/6
Mimetic Isomorphism and TechnologyEvaluation: Does Imitation TranscendJudgment?,2002,Issue 1,https://aisel.aisnet.org/jais/vol3/iss1/5
Design Considerations for Incorporating Flexible Workflow and Multi-AgentInteractions in Agent Societies,2002,Issue 1,https://aisel.aisnet.org/jais/vol3/iss1/4
Retailer Web Site Influence On Customer Shopping: Exploratory Study on Key Factors of Customer Satisfaction,2002,Issue 1,https://aisel.aisnet.org/jais/vol3/iss1/3
Customer Loyalty in E-Commerce,2002,Issue 1,https://aisel.aisnet.org/jais/vol3/iss1/2
Information Exchange Between Humanitarian Organizations: Using the XML Schema IDML,2002,Issue 1,https://aisel.aisnet.org/jais/vol3/iss1/1
Capturing the Technological Dimensions of IT Infrastructure Change: A Model and Empirical Evidence,2001,Issue 1,https://aisel.aisnet.org/jais/vol2/iss1/8
Using A Positivist Case Research Methodology To Test Three Competing Theories-In-Use Of Business Process Redesign,2001,Issue 1,https://aisel.aisnet.org/jais/vol2/iss1/7
A Framework for Assessing the Global Diffusion of the Internet,2001,Issue 1,https://aisel.aisnet.org/jais/vol2/iss1/6
The Materiality of Information System Planning Maturity to Project Performance,2001,Issue 1,https://aisel.aisnet.org/jais/vol2/iss1/5
An Experiment In Collaborative Spreadsheet Development,2001,Issue 1,https://aisel.aisnet.org/jais/vol2/iss1/4
Performance And Satisfaction In Adaptive Websites: An Experiment On Searches Within A Task-Adapted Website,2001,Issue 1,https://aisel.aisnet.org/jais/vol2/iss1/3
Web Home Page Complexity and Communication Effectiveness,2001,Issue 1,https://aisel.aisnet.org/jais/vol2/iss1/2
Will the New Economy Emerge as Information Technology Pays Off?,2001,Issue 1,https://aisel.aisnet.org/jais/vol2/iss1/1
"Illegal, Inappropriate, And Unethical Behavior In An Information Technology Context: A Study To Explain Influences",2000,Issue 1,https://aisel.aisnet.org/jais/vol1/iss1/12
Assurance Services for Business-to- Business Electronic Commerce: A Framework and Implications,2000,Issue 1,https://aisel.aisnet.org/jais/vol1/iss1/11
Corporate Intranet Implementation: Managing Emergent Technologies and Organizational Practices,2000,Issue 1,https://aisel.aisnet.org/jais/vol1/iss1/10
Structuring IS Outsourcing Contracts for Mutual Gain: An Approach to Analyzing Performance Incentive Schemes,2000,Issue 1,https://aisel.aisnet.org/jais/vol1/iss1/9
The Relative Importance of Perceived Ease of Use in IS Adoption: A Study of E-Commerce Adoption,2000,Issue 1,https://aisel.aisnet.org/jais/vol1/iss1/8
Relative Sizes of Information Technology Investments and Productive Efficiency: Their Linkage and Empirical Evidence,2000,Issue 1,https://aisel.aisnet.org/jais/vol1/iss1/7
Online Investment Banking Phase I: Distribution via the Internet and Its Impact on IPO Performance,2000,Issue 1,https://aisel.aisnet.org/jais/vol1/iss1/6
Factors Influencing the Adoption of Internet Banking,2000,Issue 1,https://aisel.aisnet.org/jais/vol1/iss1/5
A Study of Senior Information Systems Managers' Decision Models in Adopting New Computing Architectures,2000,Issue 1,https://aisel.aisnet.org/jais/vol1/iss1/4
Management Support System Effectiveness: Further Empirical Evidence,2000,Issue 1,https://aisel.aisnet.org/jais/vol1/iss1/3
"Electronic Journals in Business Schools: Legitimacy, Acceptance, and Use",2000,Issue 1,https://aisel.aisnet.org/jais/vol1/iss1/2
The Effects of Animation on Information Seeking Performance on the World Wide Web: Securing Attention or Interfering with Primary Tasks?,2000,Issue 1,https://aisel.aisnet.org/jais/vol1/iss1/1
