,,URL,
"Volume 44, Issue 5",Pages 441-512 (July 2007),https://www.sciencedirect.com/science/article/pii/S0378720607000778,Instructions to authors
"Volume 44, Issue 4",Pages 353-440 (June 2007),https://www.sciencedirect.com/science/article/pii/S0378720607000626,Editorial Board
"Volume 44, Issue 4",Pages 353-440 (June 2007),https://www.sciencedirect.com/science/article/pii/S0378720607000274,"Internet anxiety: An empirical study of the effects of personality, beliefs, and social support"
"Volume 44, Issue 4",Pages 353-440 (June 2007),https://www.sciencedirect.com/science/article/pii/S0378720607000419,An empirical investigation of competency factors affecting e-business success in European SMEs
"Volume 44, Issue 4",Pages 353-440 (June 2007),https://www.sciencedirect.com/science/article/pii/S0378720607000286,Web Acceptance Model (WAM): Moderating effects of user experience
"Volume 44, Issue 4",Pages 353-440 (June 2007),https://www.sciencedirect.com/science/article/pii/S0378720607000249,The IT sales cycle as a source of context in IS implementation theory
"Volume 44, Issue 4",Pages 353-440 (June 2007),https://www.sciencedirect.com/science/article/pii/S0378720607000262,"A path model linking organizational knowledge attributes, information processing capabilities, and perceived usability"
"Volume 44, Issue 4",Pages 353-440 (June 2007),https://www.sciencedirect.com/science/article/pii/S0378720607000316,ERP systems adoption: An exploratory study of the organizational factors and impacts of ERP success
"Volume 44, Issue 4",Pages 353-440 (June 2007),https://www.sciencedirect.com/science/article/pii/S037872060700047X,Evaluating healthcare information systems through an “enterprise” perspective
"Volume 44, Issue 4",Pages 353-440 (June 2007),https://www.sciencedirect.com/science/article/pii/S037872060700064X,Instructions to Authors
"Volume 44, Issue 3",Pages 231-352 (April 2007),https://www.sciencedirect.com/science/article/pii/S0378720607000341,Editorial Board
"Volume 44, Issue 3",Pages 231-352 (April 2007),https://www.sciencedirect.com/science/article/pii/S0378720607000237,Determinants of e-repurchase intentions: An integrative model of quadruple retention drivers
"Volume 44, Issue 3",Pages 231-352 (April 2007),https://www.sciencedirect.com/science/article/pii/S0378720607000195,Investigating recognition-based performance in an open content community: A social capital perspective
"Volume 44, Issue 3",Pages 231-352 (April 2007),https://www.sciencedirect.com/science/article/pii/S0378720607000067,An empirical analysis of open source software developers’ motivations and continuance intentions
"Volume 44, Issue 3",Pages 231-352 (April 2007),https://www.sciencedirect.com/science/article/pii/S0378720607000225,The impact of Web quality and playfulness on user acceptance of online retailing
"Volume 44, Issue 3",Pages 231-352 (April 2007),https://www.sciencedirect.com/science/article/pii/S0378720607000055,Determinants of adoption of mobile games under mobile broadband wireless access environment
"Volume 44, Issue 3",Pages 231-352 (April 2007),https://www.sciencedirect.com/science/article/pii/S0378720607000079,Process and technology challenges in swift-starting virtual teams
"Volume 44, Issue 3",Pages 231-352 (April 2007),https://www.sciencedirect.com/science/article/pii/S0378720607000201,Perceived absorptive capacity of individual users in performance of Enterprise Resource Planning (ERP) usage: The case for Korean firms
"Volume 44, Issue 3",Pages 231-352 (April 2007),https://www.sciencedirect.com/science/article/pii/S0378720607000213,Situational influences on ethical decision-making in an IT context
"Volume 44, Issue 3",Pages 231-352 (April 2007),https://www.sciencedirect.com/science/article/pii/S0378720607000250,Exploring knowledge contribution from an OCB perspective
"Volume 44, Issue 3",Pages 231-352 (April 2007),https://www.sciencedirect.com/science/article/pii/S0378720607000298,Business-to-business adoption of eCommerce in China
"Volume 44, Issue 3",Pages 231-352 (April 2007),https://www.sciencedirect.com/science/article/pii/S0378720607000389,Instructions to authors
"Volume 44, Issue 2",Pages 115-230 (March 2007),https://www.sciencedirect.com/science/article/pii/S0378720607000109,Editorial Board
"Volume 44, Issue 2",Pages 115-230 (March 2007),https://www.sciencedirect.com/science/article/pii/S0378720606001194,How can the Web help build customer relationships?: An empirical study on e-tailing
"Volume 44, Issue 2",Pages 115-230 (March 2007),https://www.sciencedirect.com/science/article/pii/S0378720606001145,The effects of optimistic and pessimistic biasing on software project status reporting
"Volume 44, Issue 2",Pages 115-230 (March 2007),https://www.sciencedirect.com/science/article/pii/S0378720606001224,"Advancement, voluntary turnover and women in IT: A cognitive study of work–family conflict"
"Volume 44, Issue 2",Pages 115-230 (March 2007),https://www.sciencedirect.com/science/article/pii/S0378720606001200,Evolution of e-commerce Web sites: A conceptual framework and a longitudinal study
"Volume 44, Issue 2",Pages 115-230 (March 2007),https://www.sciencedirect.com/science/article/pii/S0378720606001212,An empirical investigation of socio-cultural factors of information sharing in China
"Volume 44, Issue 2",Pages 115-230 (March 2007),https://www.sciencedirect.com/science/article/pii/S0378720606001376,Trust transference in brick and click retailers: An investigation of the before-online-visit phase
"Volume 44, Issue 2",Pages 115-230 (March 2007),https://www.sciencedirect.com/science/article/pii/S037872060700002X,Discrepancies between desired and perceived measures of performance of IS professionals: Views of the IS professionals themselves and the users
"Volume 44, Issue 2",Pages 115-230 (March 2007),https://www.sciencedirect.com/science/article/pii/S0378720607000031,The linkage between reporting quality and performance in IS projects
"Volume 44, Issue 2",Pages 115-230 (March 2007),https://www.sciencedirect.com/science/article/pii/S0378720607000043,The effect of service employees’ technology readiness on technology acceptance
"Volume 44, Issue 2",Pages 115-230 (March 2007),https://www.sciencedirect.com/science/article/pii/S0378720606001340,Procedural coordination and offshored software tasks: Lessons from two case studies
"Volume 44, Issue 2",Pages 115-230 (March 2007),https://www.sciencedirect.com/science/article/pii/S0378720607000146,Instructions to authors
"Volume 44, Issue 1",Pages 1-114 (January 2007),https://www.sciencedirect.com/science/article/pii/S0378720606001406,Editorial Board
"Volume 44, Issue 1",Pages 1-114 (January 2007),https://www.sciencedirect.com/science/article/pii/S0378720606001078,A profile of information systems research published in Information & Management
"Volume 44, Issue 1",Pages 1-114 (January 2007),https://www.sciencedirect.com/science/article/pii/S0378720606001169,Public grid computing participation: An exploratory study of determinants
"Volume 44, Issue 1",Pages 1-114 (January 2007),https://www.sciencedirect.com/science/article/pii/S037872060600111X,An industry-level knowledge management model—a study of information-related industry in Taiwan
"Volume 44, Issue 1",Pages 1-114 (January 2007),https://www.sciencedirect.com/science/article/pii/S0378720606001108,The impact of context-aware fisheye models on understanding business processes: An empirical study of data flow diagrams
"Volume 44, Issue 1",Pages 1-114 (January 2007),https://www.sciencedirect.com/science/article/pii/S037872060600108X,How interfirm collaboration benefits IT innovation
"Volume 44, Issue 1",Pages 1-114 (January 2007),https://www.sciencedirect.com/science/article/pii/S0378720606001121,User acceptance of wireless short messaging services: Deconstructing perceived value
"Volume 44, Issue 1",Pages 1-114 (January 2007),https://www.sciencedirect.com/science/article/pii/S0378720606001157,The use and impact of human resource information systems on human resource management professionals
"Volume 44, Issue 1",Pages 1-114 (January 2007),https://www.sciencedirect.com/science/article/pii/S0378720606001170,A meta-analysis of the technology acceptance model: Investigating subjective norm and moderation effects
"Volume 44, Issue 1",Pages 1-114 (January 2007),https://www.sciencedirect.com/science/article/pii/S0378720606001182,A comparison of Magal's service quality instrument with SERVPERF
"Volume 44, Issue 1",Pages 1-114 (January 2007),https://www.sciencedirect.com/science/article/pii/S0378720606001443,Instructions to Authors
"Volume 43, Issue 8",Pages 919-1034 (December 2006),https://www.sciencedirect.com/science/article/pii/S037872060600125X,Editorial Board
"Volume 43, Issue 8",Pages 919-1034 (December 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000905,Winner's curse and parallel sales channels—Online auctions linked within e-tail websites
"Volume 43, Issue 8",Pages 919-1034 (December 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000917,The impact of role stress fit and self-esteem on the job attitudes of IT professionals
"Volume 43, Issue 8",Pages 919-1034 (December 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000863,"Strategy, IT applications for planning and control, and firm performance: The impact of impediments to IT implementation"
"Volume 43, Issue 8",Pages 919-1034 (December 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000899,Design aesthetics leading to m-loyalty in mobile commerce
"Volume 43, Issue 8",Pages 919-1034 (December 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000887,Understanding the failure of internal knowledge markets: A framework for diagnosis and improvement
"Volume 43, Issue 8",Pages 919-1034 (December 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000930,Organizational size and IT innovation adoption: A meta-analysis
"Volume 43, Issue 8",Pages 919-1034 (December 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000929,A comparison of the behavior of different customer clusters towards Internet bookstores
"Volume 43, Issue 8",Pages 919-1034 (December 2006),https://www.sciencedirect.com/science/article/pii/S0378720606001054,"A time-based assessment of the influences, uses and benefits of intermediary website adoption"
"Volume 43, Issue 8",Pages 919-1034 (December 2006),https://www.sciencedirect.com/science/article/pii/S0378720606001066,Management of information systems: Insights from accounting research
"Volume 43, Issue 8",Pages 919-1034 (December 2006),https://www.sciencedirect.com/science/article/pii/S0378720606001133,Erratum to “A study of factors that affect user intentions toward email service switching” [Information & Management 43 (2006) 884–893]
"Volume 43, Issue 8",Pages 919-1034 (December 2006),https://www.sciencedirect.com/science/article/pii/S0378720606001297,Author index to Volume 43
"Volume 43, Issue 8",Pages 919-1034 (December 2006),https://www.sciencedirect.com/science/article/pii/S0378720606001303,Subject index to Volume 43
"Volume 43, Issue 8",Pages 919-1034 (December 2006),https://www.sciencedirect.com/science/article/pii/S0378720606001315,Instructions to authors
"Volume 43, Issue 7",Pages 795-918 (October 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000966,Editorial Board
"Volume 43, Issue 7",Pages 795-918 (October 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000681,Can technology build organizational social capital? The case of a global IT consulting firm
"Volume 43, Issue 7",Pages 795-918 (October 2006),https://www.sciencedirect.com/science/article/pii/S037872060600070X,Compliance to the fair information practices: How are the Fortune 500 handling online privacy disclosures?
"Volume 43, Issue 7",Pages 795-918 (October 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000693,Information systems outsourcing: A literature analysis
"Volume 43, Issue 7",Pages 795-918 (October 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000711,Deciding the financial health of dot-coms using rough sets
"Volume 43, Issue 7",Pages 795-918 (October 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000826,Determinants of adoption of High Speed Data Services in the business market: Evidence for a combined technology acceptance model with task technology fit model
"Volume 43, Issue 7",Pages 795-918 (October 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000814,Market reactions to E-business outsourcing announcements: An event study
"Volume 43, Issue 7",Pages 795-918 (October 2006),https://www.sciencedirect.com/science/article/pii/S037872060600084X,Deriving managerial benefit from knowledge search: A paradigm shift?
"Volume 43, Issue 7",Pages 795-918 (October 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000838,A study of factors that affect user intentions toward email service switching
"Volume 43, Issue 7",Pages 795-918 (October 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000875,Clarifying the effects of Internet monitoring on job attitudes: The mediating role of employee trust
"Volume 43, Issue 7",Pages 795-918 (October 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000851,Parametric search engines: What makes them effective when shopping online for differentiated products?
"Volume 43, Issue 7",Pages 795-918 (October 2006),https://www.sciencedirect.com/science/article/pii/S0378720606001005,Instructions to authors
"Volume 43, Issue 6",Pages 697-794 (September 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000747,Editorial Board
"Volume 43, Issue 6",Pages 697-794 (September 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000516,Testing the accuracy of the IT stereotype: Profiling IT managers’ personality and behavioural characteristics
"Volume 43, Issue 6",Pages 697-794 (September 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000504,The mediation of external variables in the technology acceptance model
"Volume 43, Issue 6",Pages 697-794 (September 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000462,E-business differentiation through value-based trust
"Volume 43, Issue 6",Pages 697-794 (September 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000498,Measuring KMS success: A respecification of the DeLone and McLean's model
"Volume 43, Issue 6",Pages 697-794 (September 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000528,A meta-analysis of the technology acceptance model
"Volume 43, Issue 6",Pages 697-794 (September 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000486,A multivariate framework for the analysis of the digital divide: Evidence for the European Union-15
"Volume 43, Issue 6",Pages 697-794 (September 2006),https://www.sciencedirect.com/science/article/pii/S037872060600053X,Data triangulation and web quality metrics: A case study in e-government
"Volume 43, Issue 6",Pages 697-794 (September 2006),https://www.sciencedirect.com/science/article/pii/S037872060600067X,Separating the effects of knowledge construction and group collaboration in learning outcomes of web-based courses
"Volume 43, Issue 6",Pages 697-794 (September 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000784,Instructions to authors
"Volume 43, Issue 5",Pages 565-696 (July 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000565,Editorial Board
"Volume 43, Issue 5",Pages 565-696 (July 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000164,Delineating the effects of general and system-specific computer self-efficacy beliefs on IS acceptance
"Volume 43, Issue 5",Pages 565-696 (July 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000334,e-Service enhancement priority matrix: The case of an IC foundry company
"Volume 43, Issue 5",Pages 565-696 (July 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000425,Competing in the Brazilian real-time financial information services industry: Commitment and adaptation
"Volume 43, Issue 5",Pages 565-696 (July 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000292,Agent-mediated architecture for reputation-based electronic tourism systems: A neural network approach
"Volume 43, Issue 5",Pages 565-696 (July 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000309,Sharing and access right delegation for confidential documents: A practical solution
"Volume 43, Issue 5",Pages 565-696 (July 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000310,A procedure to design a structural and measurement model of Intellectual Capital: An exploratory study
"Volume 43, Issue 5",Pages 565-696 (July 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000437,B2C web site quality and emotions during online shopping episodes: An empirical study
"Volume 43, Issue 5",Pages 565-696 (July 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000450,An empirical study of software piracy among tertiary institutions in Singapore
"Volume 43, Issue 5",Pages 565-696 (July 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000449,Supporting dynamic group decision and negotiation processes: A traceability augmented peer-to-peer network approach
"Volume 43, Issue 5",Pages 565-696 (July 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000176,Success factors for information technology supported international technology transfer: Finding expert consensus
"Volume 43, Issue 5",Pages 565-696 (July 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000881,Segmenting online customers to manage business resources: A study of the impacts of sales channel strategies on consumer preferences
"Volume 43, Issue 5",Pages 565-696 (July 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000607,Instructions to authors
"Volume 43, Issue 4",Pages 411-564 (June 2006),https://www.sciencedirect.com/science/article/pii/S0378720604001557,A model for exploring the impact of purchasing strategies on user requirements determination of e-SRM
"Volume 43, Issue 4",Pages 411-564 (June 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000765,Interorganizational and organizational determinants of planning effectiveness for Internet-based interorganizational systems
"Volume 43, Issue 4",Pages 411-564 (June 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000777,The role of pleasure in web site success
"Volume 43, Issue 4",Pages 411-564 (June 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000789,"Resources, dynamic capabilities and performance in a dynamic environment: Perceptions in Taiwanese IT enterprises"
"Volume 43, Issue 4",Pages 411-564 (June 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000911,Strategic profiles and Internet Performance: An empirical investigation into the development of a strategic Internet system
"Volume 43, Issue 4",Pages 411-564 (June 2006),https://www.sciencedirect.com/science/article/pii/S0378720605001011,The role of exogenous factors in technology acceptance: The case of object-oriented technology
"Volume 43, Issue 4",Pages 411-564 (June 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000024,The effectiveness of strategic information systems planning under environmental uncertainty
"Volume 43, Issue 4",Pages 411-564 (June 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000036,A study of the roles of trusts and risks in information-oriented online legal services using an integrated model
"Volume 43, Issue 4",Pages 411-564 (June 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000140,Sampling and pooling of decision-relevant information: Comparing the efficiency of face-to-face and GSS supported groups
"Volume 43, Issue 4",Pages 411-564 (June 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000152,Adaptive processes for knowledge creation in complex systems: The case of a global IT consulting firm
"Volume 43, Issue 4",Pages 411-564 (June 2006),https://www.sciencedirect.com/science/article/pii/S0378720606000188,A contingency model of computer and Internet self-efficacy
"Volume 43, Issue 4",Pages 411-564 (June 2006),https://www.sciencedirect.com/science/article/pii/S037872060600019X,Application of KM measures to the impact of a specialized groupware system on corporate productivity and operations
"Volume 43, Issue 3",Pages 263-410 (April 2006),https://www.sciencedirect.com/science/article/pii/S0378720604000837,STP technology: An overview and a conceptual framework
"Volume 43, Issue 3",Pages 263-410 (April 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000637,An examination of the determinants of customer loyalty in mobile commerce contexts
"Volume 43, Issue 3",Pages 263-410 (April 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000649,Agent-based buddy-finding methodology for knowledge sharing
"Volume 43, Issue 3",Pages 263-410 (April 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000662,Selection priority of process areas based on CMMI continuous representation
"Volume 43, Issue 3",Pages 263-410 (April 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000674,The leveraging influence of strategic alignment on IT investment: An empirical examination
"Volume 43, Issue 3",Pages 263-410 (April 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000686,An examination of the concern for information privacy in the New Zealand regulatory context
"Volume 43, Issue 3",Pages 263-410 (April 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000704,Assimilation patterns in the use of electronic procurement innovations: A cluster analysis
"Volume 43, Issue 3",Pages 263-410 (April 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000716,Understanding information technology acceptance by individual professionals: Toward an integrative view
"Volume 43, Issue 3",Pages 263-410 (April 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000728,A hybrid performance measure system for e-business investments in high-tech manufacturing: An empirical study
"Volume 43, Issue 3",Pages 263-410 (April 2006),https://www.sciencedirect.com/science/article/pii/S037872060500073X,Experience effects on the accuracy of self-assessed user competence
"Volume 43, Issue 3",Pages 263-410 (April 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000625,Critical success factors of inter-organizational information systems—A case study of Cisco and Xiao Tong in China
"Volume 43, Issue 3",Pages 263-410 (April 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000741,Erratum to “Efficiency analysis of controls in EDI applications” [J. Inf. Man. 42 (2005) 425–439]
"Volume 43, Issue 2",Pages 127-262 (March 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000340,What do we know about mobile Internet adopters? A cluster analysis
"Volume 43, Issue 2",Pages 127-262 (March 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000431,Knowledge sourcing methods
"Volume 43, Issue 2",Pages 127-262 (March 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000443,User satisfaction from commercial web sites: The effect of design and use
"Volume 43, Issue 2",Pages 127-262 (March 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000479,From process logic to business logic—A cognitive approach to business process management
"Volume 43, Issue 2",Pages 127-262 (March 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000480,Sticking to standards; technical and other isomorphic pressures in deploying ERP-systems
"Volume 43, Issue 2",Pages 127-262 (March 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000492,Migrating to internet-based e-commerce: Factors affecting e-commerce adoption and migration at the firm level
"Volume 43, Issue 2",Pages 127-262 (March 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000509,Internet market strategies: Antecedents and implications
"Volume 43, Issue 2",Pages 127-262 (March 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000510,Information technology personnel layoffs in US organizations: An exploratory investigation
"Volume 43, Issue 2",Pages 127-262 (March 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000522,A resource-based view of electronic commerce
"Volume 43, Issue 1",Pages 1-126 (January 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000169,"The role played by perceived usability, satisfaction and consumer trust on website loyalty"
"Volume 43, Issue 1",Pages 1-126 (January 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000170,Instructional video in e-learning: Assessing the impact of interactive video on learning effectiveness
"Volume 43, Issue 1",Pages 1-126 (January 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000182,Deployment of systems development methodologies: Perceptual congruence between IS managers and systems developers
"Volume 43, Issue 1",Pages 1-126 (January 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000194,An empirical investigation of the effects of data warehousing on decision performance
"Volume 43, Issue 1",Pages 1-126 (January 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000200,A decision model for managing software development projects
"Volume 43, Issue 1",Pages 1-126 (January 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000224,Analyzing the structure of expert knowledge
"Volume 43, Issue 1",Pages 1-126 (January 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000236,"How involvement, IS management effectiveness, and end-user computing impact IS performance in manufacturing firms"
"Volume 43, Issue 1",Pages 1-126 (January 2006),https://www.sciencedirect.com/science/article/pii/S0378720605000248,Acceptance of electronic tax filing: A study of taxpayer intentions
"Volume 42, Issue 8",Pages 1051-1158 (December 2005),https://www.sciencedirect.com/science/article/pii/S0378720604000874,A discrete-event simulation and continuous software evaluation on a systemic quality model: An oil industry case
"Volume 42, Issue 8",Pages 1051-1158 (December 2005),https://www.sciencedirect.com/science/article/pii/S0378720604001594,An exploratory study into factors of service quality for application service providers
"Volume 42, Issue 8",Pages 1051-1158 (December 2005),https://www.sciencedirect.com/science/article/pii/S0378720604001600,"Prevalence, perceived seriousness, justification and regulation of cyberloafing in Singapore: An exploratory study"
"Volume 42, Issue 8",Pages 1051-1158 (December 2005),https://www.sciencedirect.com/science/article/pii/S0378720604001636,Acceptance of Internet-based learning medium: the role of extrinsic and intrinsic motivation
"Volume 42, Issue 8",Pages 1051-1158 (December 2005),https://www.sciencedirect.com/science/article/pii/S037872060500011X,Knowledge networks in new product development projects: A transactive memory perspective
"Volume 42, Issue 8",Pages 1051-1158 (December 2005),https://www.sciencedirect.com/science/article/pii/S0378720605000121,The impact of service level on the acceptance of application service oriented medical records
"Volume 42, Issue 8",Pages 1051-1158 (December 2005),https://www.sciencedirect.com/science/article/pii/S0378720605000133,Publication patterns concerning the role of teams/groups in the information systems literature from 1990 to 1999
"Volume 42, Issue 8",Pages 1051-1158 (December 2005),https://www.sciencedirect.com/science/article/pii/S0378720605000753,Erratum to “KMPI: Measuring knowledge management performance” [Information & Management 42 (2005) 469–482]
"Volume 42, Issue 8",Pages 1051-1158 (December 2005),https://www.sciencedirect.com/science/article/pii/S0378720605000868,Author Index to volume 42
"Volume 42, Issue 8",Pages 1051-1158 (December 2005),https://www.sciencedirect.com/science/article/pii/S037872060500087X,Subject index to volume 42
"Volume 42, Issue 7",Pages 921-1050 (October 2005),https://www.sciencedirect.com/science/article/pii/S0378720605000558,Editorial Board
"Volume 42, Issue 7",Pages 921-1050 (October 2005),https://www.sciencedirect.com/science/article/pii/S0378720604001338,Web services and flexible business processes: towards the adaptive enterprise
"Volume 42, Issue 7",Pages 921-1050 (October 2005),https://www.sciencedirect.com/science/article/pii/S037872060400134X,Identifying knowledge agents in a KM strategy: the use of the structural influence index
"Volume 42, Issue 7",Pages 921-1050 (October 2005),https://www.sciencedirect.com/science/article/pii/S0378720604001508,"The enigma of evaluation: benefits, costs and risks of IT in Australian small–medium-sized enterprises"
"Volume 42, Issue 7",Pages 921-1050 (October 2005),https://www.sciencedirect.com/science/article/pii/S037872060400151X,Extending the TAM for a t-commerce
"Volume 42, Issue 7",Pages 921-1050 (October 2005),https://www.sciencedirect.com/science/article/pii/S0378720604001521,Building user commitment to implementing a knowledge management strategy
"Volume 42, Issue 7",Pages 921-1050 (October 2005),https://www.sciencedirect.com/science/article/pii/S0378720604001533,Information technology investments and firm value
"Volume 42, Issue 7",Pages 921-1050 (October 2005),https://www.sciencedirect.com/science/article/pii/S0378720604001569,Time series analysis in the assessment of ICT impact at the aggregate level – lessons and implications for the new economy
"Volume 42, Issue 7",Pages 921-1050 (October 2005),https://www.sciencedirect.com/science/article/pii/S0378720604001570,An electronic commerce strategic typology: insights from case studies
"Volume 42, Issue 7",Pages 921-1050 (October 2005),https://www.sciencedirect.com/science/article/pii/S0378720604001582,"Individual, social and situational determinants of telecommuter productivity"
"Volume 42, Issue 6",Pages 789-920 (September 2005),https://www.sciencedirect.com/science/article/pii/S0378720604001181,Information technology productivity: in search of a definite observation
"Volume 42, Issue 6",Pages 789-920 (September 2005),https://www.sciencedirect.com/science/article/pii/S0378720604001193,Web-based expert systems: benefits and challenges
"Volume 42, Issue 6",Pages 789-920 (September 2005),https://www.sciencedirect.com/science/article/pii/S0378720604001259,Information transfer in B2B procurement: an empirical analysis and measurement
"Volume 42, Issue 6",Pages 789-920 (September 2005),https://www.sciencedirect.com/science/article/pii/S0378720604001260,The relationship between information technology acceptance and organizational agility in Malaysia
"Volume 42, Issue 6",Pages 789-920 (September 2005),https://www.sciencedirect.com/science/article/pii/S0378720604001272,Web performance scale
"Volume 42, Issue 6",Pages 789-920 (September 2005),https://www.sciencedirect.com/science/article/pii/S0378720604001296,The state of CRM adoption by the financial services in the UK: an empirical investigation
"Volume 42, Issue 6",Pages 789-920 (September 2005),https://www.sciencedirect.com/science/article/pii/S0378720604001302,"Marketplace and technology standards for B2B e-commerce: progress, challenges, and the state of the art"
"Volume 42, Issue 6",Pages 789-920 (September 2005),https://www.sciencedirect.com/science/article/pii/S0378720604001314,eCommerce adoption in developing countries: a model and instrument
"Volume 42, Issue 6",Pages 789-920 (September 2005),https://www.sciencedirect.com/science/article/pii/S0378720604001326,IS outsourcing management competence dimensions: instrument development and relationship exploration
"Volume 42, Issue 5",Pages 635-788 (July 2005),https://www.sciencedirect.com/science/article/pii/S0378720604000758,Information Technology Alignment Planning—a case study
"Volume 42, Issue 5",Pages 635-788 (July 2005),https://www.sciencedirect.com/science/article/pii/S0378720603001800,An intra- and inter-industry analysis of e-business effectiveness
"Volume 42, Issue 5",Pages 635-788 (July 2005),https://www.sciencedirect.com/science/article/pii/S0378720604000783,Something for nothing: management rejection of open source software in Australia’s top firms
"Volume 42, Issue 5",Pages 635-788 (July 2005),https://www.sciencedirect.com/science/article/pii/S0378720604000795,Integrating perceived playfulness into expectation-confirmation model for web portal context
"Volume 42, Issue 5",Pages 635-788 (July 2005),https://www.sciencedirect.com/science/article/pii/S0378720604000849,An experimental investigation of the impact of aggregation on the performance of data mining with logistic regression
"Volume 42, Issue 5",Pages 635-788 (July 2005),https://www.sciencedirect.com/science/article/pii/S0378720604000886,Data warehouse-in-practice: exploring the function of expectations in organizational outcomes
"Volume 42, Issue 5",Pages 635-788 (July 2005),https://www.sciencedirect.com/science/article/pii/S0378720604000904,What drives mobile commerce?: An empirical evaluation of the revised technology acceptance model
"Volume 42, Issue 5",Pages 635-788 (July 2005),https://www.sciencedirect.com/science/article/pii/S0378720604001016,Evaluating the role and effectiveness of an intranet in facilitating knowledge management: a case study at Surrey County Council
"Volume 42, Issue 5",Pages 635-788 (July 2005),https://www.sciencedirect.com/science/article/pii/S0378720604001028,A multi-group analysis of structural invariance: an illustration using the technology acceptance model
"Volume 42, Issue 5",Pages 635-788 (July 2005),https://www.sciencedirect.com/science/article/pii/S0378720604001077,An empirical evaluation of stages of strategic information systems planning: patterns of process design and effectiveness
"Volume 42, Issue 5",Pages 635-788 (July 2005),https://www.sciencedirect.com/science/article/pii/S0378720605000157,Does information technology provide banks with profit?
